;;;;AKTUALIZACJA  PLANU    22/10/19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Plan kucia  szt;;kucie szt;Ilosc potrzebnych narzedzi  szt;;;;;Autotas 13/01;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Typ Komponentu;Maszyna;Operacja;Nazwa czêœci;Cecha;Zu¿ycie;;5;6;7;8;5;6;7;8;Razem;wydajnia;kuzniarki;Razem;;;uwagi 13/01;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5/1-11;1 000 000;WSPOLNY  22214  I  22215, 23120;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5a_5-26;500 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5a-6;500 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  I;Gniazdo;LKm-5/1/3-18;250000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  I;Wkladka matrycy;LKm-5/1/2-21;600000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  I;Stempel;LKs-5/1-18C;300 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  II;Wklad.matr.(walc.bar);LKm-5/2/1-19;400 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  I;£apki podaj¹ce;LKy-5/1-16;300 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  II;Wypychacz;LKw-5/1-11;1 000 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  II;Stempel;LKs-5/2-18;500000;wspolny 22214, 22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  II;Gniazdo;LKm-5/2/2-18;300000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  II;£apki;LKy-5/2-17;600 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  III;Wk³adka matrycy;LKm-5/3/1-27;400000;wspolny 22214, 22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  III;Gniazdo (bary³ki);LKm-5/3/2-18;1000000;WSPOLNY 22214, 22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  III;£apki;LKy-5/3-17;600 000;;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  III;Wypychacz;LKw-5/3-29;1 000 000;WSPOLNY 22214,22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko  III;Stempel;LKs-5/3-56;80000;;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko IV (matrycowe);Wk³adka matr.(bary³ki);LKm-5/4/2-25;70000;wspolny 22214, 22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko IV (matrycowe);Wypychacz;LKw-5/4/1-13;600000;wspolny 22214, 22215, 22216;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko IV (matrycowe);G³ówka wypychacza;LKw-5/4/2-5;600000;wspolny 22214, 22215, 22216;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko IV (matrycowe);£apki;LKy-5/4-19;300 000;;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko V (stemplowe);Wk³adka stem.(bary³ki);LKs-5/5/5-20;40000;;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22214 E/VX5A1;NP-440R;Kucie - Stanowisko V (stemplowe);Wypychacz;LKw-5/5/1-34;70 000;;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22215 E/VX5A1;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;NóŸ ucinaj¹cy;LKn-5a_5-26;500 000;WSPOLNY  22214  I  22215, 23120;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22215 E/VX5A1;NP-440R;Kucie - Ciêcie  i  podawanie  materia³u;Tulejka tn¹ca;LKt-5a-6;500 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
;RS-22215 E/VX5A1;NP-440R;Kucie - Stanowisko  I;Wypychacz;LKw-5/1-11;1 000 000;WSPOLNY  22214  I  22215;;;;;0,0;0,0;0,0;0,0;0,0;;;0;0,0;;;;;;;;;;;;;;;;;;;;;;;;
